product_id,appear_count,appear_pages,title,product_url
423182224,2,"3,7",SHEIN EZwear Summer Outfits 3pcs Solid Tank Top Women's Vest Tops Basic For Women Cotton Yoga Tanktops Knitted Ribbed Plain Latest New Arrivals Basics Clothes,https://sg.shein.com/SHEIN-EZwear-Summer-Outfits-3pcs-Solid-Tank-Top-Women-s-Vest-Tops-Basic-For-Women-Cotton-Yoga-Tanktops-Knitted-Ribbed-Plain-Latest-New-Arrivals-Basics-Clothes-p-423182224.html
32378153,2,"3,7",DAZY Women Fashion Solid Color Slim Short Sleeve T-Shirt,https://sg.shein.com/DAZY-Women-Fashion-Solid-Color-Slim-Short-Sleeve-T-Shirt-p-32378153.html
258225369,2,"3,10","Chiquease Women's Beige Summer Casual Everyday Ribbed Knit Tank Top,Solid Color Versatile Neutral Sleeveless Basic Tops",https://sg.shein.com/Chiquease-Women-s-Beige-Summer-Casual-Everyday-Ribbed-Knit-Tank-Top-Solid-Color-Versatile-Neutral-Sleeveless-Basic-Tops-p-258225369.html
149300545,2,"3,4","INAWLY Women's Casual Versatile Pleated Waist Fitted Cowgirl Embroidered Short Sleeve T-Shirt, Suitable For Summer",https://sg.shein.com/INAWLY-Women-s-Casual-Versatile-Pleated-Waist-Fitted-Cowgirl-Embroidered-Short-Sleeve-T-Shirt-Suitable-For-Summer-p-149300545.html
254423841,2,"3,6",Sweetra Petite Petite Series Women's Commuter Minimalist Knit Elastic Textured Fabric Metal Decor Waist Slimming Trousers,https://sg.shein.com/Sweetra-Petite-Petite-Series-Women-s-Commuter-Minimalist-Knit-Elastic-Textured-Fabric-Metal-Decor-Waist-Slimming-Trousers-p-254423841.html
28014309,2,"3,5","Dazy Star Solid Color Ribbed Knit Short Sleeve T-Shirt,Crop Tops Women",https://sg.shein.com/Dazy-Star-Solid-Color-Ribbed-Knit-Short-Sleeve-T-Shirt-Crop-Tops-Women-p-28014309.html
43400974,2,"3,7",DAZY 1pc Women Solid Color Crewneck Ribbed Slim Fit Casual Tank Top,https://sg.shein.com/DAZY-1pc-Women-Solid-Color-Crewneck-Ribbed-Slim-Fit-Casual-Tank-Top-p-43400974.html
393397281,2,"3,5","Women's High Waist Slim Fit Elegant Minimalist Office Pants, Women Apparel, Women's Bottoms Black Spring",https://sg.shein.com/Women-s-High-Waist-Slim-Fit-Elegant-Minimalist-Office-Pants-Women-Apparel-Women-s-Bottoms-Black-Spring-p-393397281.html
365502654,2,"3,4","Women's High Waist Slim Fit Wide Leg Pants | Bohemian Street Style | Suitable For Casual, Work Commute And Vacation In Spring/Summer Black",https://sg.shein.com/Women-s-High-Waist-Slim-Fit-Wide-Leg-Pants-Bohemian-Street-Style-Suitable-For-Casual-Work-Commute-And-Vacation-In-Spring-Summer-Black-p-365502654.html
36391039,2,"3,4",SHEIN PETITE Ladies' Solid Color Simple Everyday Casual Trousers,https://sg.shein.com/SHEIN-PETITE-Ladies-Solid-Color-Simple-Everyday-Casual-Trousers-p-36391039.html
18813630,2,"3,4",SHEIN EZwear Spring Solid Pleated Detail Casual Wide Leg Pants,https://sg.shein.com/SHEIN-EZwear-Spring-Solid-Pleated-Detail-Casual-Wide-Leg-Pants-p-18813630.html
169350914,2,"3,4","DAZY Women's Regular Waistline Decorative Loose Banana Pants, Casual City Style Jeans",https://sg.shein.com/DAZY-Women-s-Regular-Waistline-Decorative-Loose-Banana-Pants-Casual-City-Style-Jeans-p-169350914.html
59288276,2,"4,10",SHEIN PETITE White Women's Shirt Waist Cinch Pleated Short Sleeve Shirt,https://sg.shein.com/SHEIN-PETITE-White-Women-s-Shirt-Waist-Cinch-Pleated-Short-Sleeve-Shirt-p-59288276.html
225674364,2,"4,5","Women's Minimalist Design Flared Leg Casual Trousers, Suitable For Commuting, Office, Daily Wear, All Seasons Spring Black",https://sg.shein.com/Women-s-Minimalist-Design-Flared-Leg-Casual-Trousers-Suitable-For-Commuting-Office-Daily-Wear-All-Seasons-Spring-Black-p-225674364.html
448882768,2,"4,10","Muchica Women's Beige Multicolor Striped Loose Fit Oversize Short Sleeve T-Shirt,Summer Casual City Break Style,Cute Retro Vintage Y2K Soft Clean Girl Top",https://sg.shein.com/Muchica-Women-s-Beige-Multicolor-Striped-Loose-Fit-Oversize-Short-Sleeve-T-Shirt-Summer-Casual-City-Break-Style-Cute-Retro-Vintage-Y2K-Soft-Clean-Girl-Top-p-448882768.html
409883515,2,"4,5","SHEIN MOD 2pcs/Set 3-Way Wear Women's Casual Solid Color Slim Fit Top, , Beach, Spring Break , Summer Vacation, Holiday , For Women, Party",https://sg.shein.com/SHEIN-MOD-2pcs-Set-3-Way-Wear-Women-s-Casual-Solid-Color-Slim-Fit-Top-Beach-Spring-Break-Summer-Vacation-Holiday-For-Women-Party-p-409883515.html
30895369,2,"4,8","DAZY Casual Business Solid Color Straight-Leg Pants,Women Dress Pants Fall",https://sg.shein.com/DAZY-Casual-Business-Solid-Color-Straight-Leg-Pants-Women-Dress-Pants-Fall-p-30895369.html
198300097,2,"4,8","SHEIN Tall Women's Black High Waisted Wide Leg Pants,Elegant Business Casual Work Slacks,Tall Versatile Solid Color Winter Autumn Style Old Money Dress Pants",https://sg.shein.com/SHEIN-Tall-Women-s-Black-High-Waisted-Wide-Leg-Pants-Elegant-Business-Casual-Work-Slacks-Tall-Versatile-Solid-Color-Winter-Autumn-Style-Old-Money-Dress-Pants-p-198300097.html
434406587,2,"4,8",Franclia Women's White Fabric Short Skort With Asymmetrical Polka Dot Design Perfect For Parties,https://sg.shein.com/Franclia-Women-s-White-Fabric-Short-Skort-With-Asymmetrical-Polka-Dot-Design-Perfect-For-Parties-p-434406587.html
90110877,2,"4,9","Sexy Women's Casual Elastic Skinny Slim Fit Capri Pants, Slimming Black Versatile Commuter Capri Pants, Y2K Style, Capri Pants, Spring & Summer",https://sg.shein.com/Sexy-Women-s-Casual-Elastic-Skinny-Slim-Fit-Capri-Pants-Slimming-Black-Versatile-Commuter-Capri-Pants-Y2K-Style-Capri-Pants-Spring-Summer-p-90110877.html
446819389,2,"4,8","Women's Loose Fit Round Neck Short Sleeve T-Shirt, American Vintage Western Style Letter Print, Casual Versatile Top For Summer White",https://sg.shein.com/Women-s-Loose-Fit-Round-Neck-Short-Sleeve-T-Shirt-American-Vintage-Western-Style-Letter-Print-Casual-Versatile-Top-For-Summer-White-p-446819389.html
432960835,2,"4,6","V-Neck Short Sleeve T-Shirt, Versatile Solid Color Slim Fit Undershirt For Women Casual Black Summer",https://sg.shein.com/V-Neck-Short-Sleeve-T-Shirt-Versatile-Solid-Color-Slim-Fit-Undershirt-For-Women-Casual-Black-Summer-p-432960835.html
73242087,2,"4,9","Elenzga Navy Blue Elegant High Waist Culottes For Women,Summer Casual Solid Wide Leg Pants For Office,Work,Graduation & Daily,Vintage Style Music Festival",https://sg.shein.com/Elenzga-Navy-Blue-Elegant-High-Waist-Culottes-For-Women-Summer-Casual-Solid-Wide-Leg-Pants-For-Office-Work-Graduation-Daily-Vintage-Style-Music-Festival-p-73242087.html
10294783,2,"4,5",DAZY High Waist Wide Leg Shorts,https://sg.shein.com/DAZY-High-Waist-Wide-Leg-Shorts-p-10294783.html
414955823,2,"4,6","3pcs Women's Summer New Fashion Multi-Element Printed Casual Round Neck Short Sleeve T-Shirt, Versatile Chinese Style Koi Fish, Crane And Sports Car Pattern Design, Suitable For Daily Casual And Holiday Wear",https://sg.shein.com/3pcs-Women-s-Summer-New-Fashion-Multi-Element-Printed-Casual-Round-Neck-Short-Sleeve-T-Shirt-Versatile-Chinese-Style-Koi-Fish-Crane-And-Sports-Car-Pattern-Design-Suitable-For-Daily-Casual-And-Holiday-Wear-p-414955823.html
443907236,2,"4,6",Soft Green Bubble Gum Bunny Graphic T-Shirt | Y2K/Soft Girl Aesthetic | Cute Bunny Print Crew Neck Casual Everyday Wear Summer,https://sg.shein.com/Soft-Green-Bubble-Gum-Bunny-Graphic-T-Shirt-Y2K-Soft-Girl-Aesthetic-Cute-Bunny-Print-Crew-Neck-Casual-Everyday-Wear-Summer-p-443907236.html
39294505,2,"4,5","Livesso Women's Solid Color Round Neck Loose Long Sleeve T-Shirt,Fall Clothes",https://sg.shein.com/Livesso-Women-s-Solid-Color-Round-Neck-Loose-Long-Sleeve-T-Shirt-Fall-Clothes-p-39294505.html
413037448,2,"4,5","Women's Off-Shoulder Short Sleeve Top, Regular Length, Polyester High Stretch Fabric, White Summer Blouse Suitable For Office & Casual Wear",https://sg.shein.com/Women-s-Off-Shoulder-Short-Sleeve-Top-Regular-Length-Polyester-High-Stretch-Fabric-White-Summer-Blouse-Suitable-For-Office-Casual-Wear-p-413037448.html
343818105,2,"4,5","Muchica Women's White Polka Dot Casual Vacation Skirt For Going Out, Streetwear, Y2K, Spring/Summer, White Boho Skirt, Summer Maxi Skirt",https://sg.shein.com/Muchica-Women-s-White-Polka-Dot-Casual-Vacation-Skirt-For-Going-Out-Streetwear-Y2K-Spring-Summer-White-Boho-Skirt-Summer-Maxi-Skirt-p-343818105.html
208316698,2,"4,5","XLLAIS Fashion Collared White Casual Vacation Fitted Tank Top, Suitable For All Seasons Summer",https://sg.shein.com/XLLAIS-Fashion-Collared-White-Casual-Vacation-Fitted-Tank-Top-Suitable-For-All-Seasons-Summer-p-208316698.html
52628967,2,"4,5","INAWLY Autumn/Winter Loose Fit Long Sleeve Faux Leather Jacket, Motorcycle Style For Women Fall Cloth For Women",https://sg.shein.com/INAWLY-Autumn-Winter-Loose-Fit-Long-Sleeve-Faux-Leather-Jacket-Motorcycle-Style-For-Women-Fall-Cloth-For-Women-p-52628967.html
427537564,2,"4,5","1pc Women's Short Sleeve Cropped T-Shirt - Watercolor Coconut, Hibiscus And Shell Print With ""Summer"" Text, Beachy Style, Soft Breathable Crew Neck Crop Top, Ideal For Summer Casual Outings, Tropical Pattern Tee For Ladies And Teens Vacation",https://sg.shein.com/1pc-Women-s-Short-Sleeve-Cropped-T-Shirt-Watercolor-Coconut-Hibiscus-And-Shell-Print-With-Summer-Text-Beachy-Style-Soft-Breathable-Crew-Neck-Crop-Top-Ideal-For-Summer-Casual-Outings-Tropical-Pattern-Tee-For-Ladies-And-Teens-Vacation-p-427537564.html
457740284,2,"5,9","Women's Summer New Letter Print Casual Vacation Loose Versatile Round Neck Beige Short Sleeve T-Shirt, Fashionable Everyday Top, Suitable For Daily Wear",https://sg.shein.com/Women-s-Summer-New-Letter-Print-Casual-Vacation-Loose-Versatile-Round-Neck-Beige-Short-Sleeve-T-Shirt-Fashionable-Everyday-Top-Suitable-For-Daily-Wear-p-457740284.html
432425159,2,"5,9","Women's New Casual Cute Pattern Loose Fit Round Neck Short Sleeve T-Shirt, Fashionable Daily & Holiday Wear. Suitable For Holidays, Back To School, Teacher's Day, Etc. Letter Print Soft, Loose & Comfortable High-End Casual Street Style Relaxed Fit Short Sleeve Top Pink Summer",https://sg.shein.com/Women-s-New-Casual-Cute-Pattern-Loose-Fit-Round-Neck-Short-Sleeve-T-Shirt-Fashionable-Daily-Holiday-Wear-Suitable-For-Holidays-Back-To-School-Teacher-s-Day-Etc-Letter-Print-Soft-Loose-Comfortable-High-End-Casual-Street-Style-Relaxed-Fit-Short-Sleeve-Top-Pink-Summer-p-432425159.html
67896270,2,"5,10",Swim Mod Women's Summer Floral Swimsuit Spaghetti Strap Sexy Bikini Holiday Tight Casual Cute Playful Two Pieces Swimsuit,https://sg.shein.com/Swim-Mod-Women-s-Summer-Floral-Swimsuit-Spaghetti-Strap-Sexy-Bikini-Holiday-Tight-Casual-Cute-Playful-Two-Pieces-Swimsuit-p-67896270.html
398046227,2,"5,10","Women's Summer New Letter Print Round Neck Short Sleeve T-Shirt, Casual Loose Versatile Top For Daily Wear",https://sg.shein.com/Women-s-Summer-New-Letter-Print-Round-Neck-Short-Sleeve-T-Shirt-Casual-Loose-Versatile-Top-For-Daily-Wear-p-398046227.html
73971086,2,"5,10","Fashionable & Elegant Loose Knitted Shawl Cardigan, Lightweight & Breathable, Oversized Design, Suitable For Women, Spring/Summer Casual Wear, Leisure Travel, Beach, Versatile",https://sg.shein.com/Fashionable-Elegant-Loose-Knitted-Shawl-Cardigan-Lightweight-Breathable-Oversized-Design-Suitable-For-Women-Spring-Summer-Casual-Wear-Leisure-Travel-Beach-Versatile-p-73971086.html
