total_planned,total_output_rows,page_success_count,parse_success_count,blocked_or_verify_count,login_required_count,connection_closed_count,timeout_count,fetch_failed_count,product_unavailable_count,not_found_count,average_attribute_count,max_attribute_count,min_attribute_count,average_success_attribute_count,max_success_attribute_count,min_success_attribute_count,success_rate,parse_success_rate,crawl_time,total_elapsed_seconds,average_seconds_per_product,average_fetch_seconds,average_save_seconds,average_parse_seconds,average_success_seconds_per_product,max_product_seconds,min_product_seconds,average_cycle_seconds_per_product,actual_products_per_minute,target_products_per_minute,fast_mode_min_cycle_seconds,frequency_guard_enabled,stable_mode_used_count,fast_mode_used_count,mode_switch_to_stable_count,mode_switch_to_fast_count,stopped_reason,consecutive_failure_max,dynamic_wait_enabled,first_product_stable_enabled,recovery_used_count,manual_wait_count,average_manual_wait_seconds,captcha_wait_used_count,captcha_recovery_success_count,captcha_recovery_failed_count,average_captcha_wait_seconds,max_attempts_per_product,fast_to_stable_recovery_success_count,fast_to_stable_recovery_failed_count,detail_direct_mode_enabled,category_preflight_required,max_consecutive_blocked_products,preflight_check_enabled,proxy_preflight_status,proxy_preflight_reason,session_type,proxy_configured,fingerprint_mask_enabled,user_agent_configured,stop_on_login_required,stop_on_captcha
50,15,13,13,0,1,0,1,0,0,0,17.13,22,0,19.77,22,18,86.67%,86.67%,2026-06-08T16:48:45+08:00,712.13,35.88,27.05,0.00,0.02,47.54,305.56,10.96,46.62,1.29,3,20,True,0,14,0,1,login_required_stop,1,True,True,1,1,130.96,1,1,0,130.96,2,0,0,True,False,3,True,success,api_ipify_success,local_proxy,True,True,True,True,False
