title,price,product_url,image_url,crawl_time,original_price,discount,rating,review_count,sales_tag
Soleia New Knitted Printed Square Collar Mini Jumpsuit,S$10.99,https://sg.shein.com/Soleia-New-Knitted-Printed-Square-Collar-Mini-Jumpsuit-p-481500537.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_481500537%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/25/00/17796871217ac807dfd96ef4e94eb71a1e74bb7c39_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
"Soleia Spring/Summer New Arrival Casual Vacation Western Beach Wedding Guest Attire Graduation Brunch Outfit, St. Patrick's Day Spring Break Easter Music Festival Elegant Boho Tropical Chic Beach Holiday Sleeveless Tie Back Tassel Knit Top, Cream White",S$15.99,https://sg.shein.com/Soleia-Spring-Summer-New-Arrival-Casual-Vacation-Western-Beach-Wedding-Guest-Attire-Graduation-Brunch-Outfit-St-Patrick-s-Day-Spring-Break-Easter-Music-Festival-Elegant-Boho-Tropical-Chic-Beach-Holiday-Sleeveless-Tie-Back-Tassel-Knit-Top-Cream-White-p-475618393.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_475618393%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/20/49/1779245480cb19c03254d7d144c9ee65fddaac0b17_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
ROMWE Grunge Punk Women's Solid Color Hollow Out Long Sleeve Cropped Pullover Sweater,S$11.99,https://sg.shein.com/ROMWE-Grunge-Punk-Women-s-Solid-Color-Hollow-Out-Long-Sleeve-Cropped-Pullover-Sweater-p-480212679.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_480212679%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/25/05/17796789821400b79cebd1f45feea31242c2bd27b0_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
"HoloChill Women's Elegant White Camisole Two Pieces Set, Loose Sleeveless Top Paired With Long Skirt, Perfect For Creating Casual Bohemian Style Summer Outfit, Women's Summer Wear, Holiday Party Outfit, Beach Vacation Outfit, Outdoor Casual Wear, Women's Graceful Suit, Women's Beach Holiday Outfit, Women's Leisure Outfit",S$21.80,https://sg.shein.com/HoloChill-Women-s-Elegant-White-Camisole-Two-Pieces-Set-Loose-Sleeveless-Top-Paired-With-Long-Skirt-Perfect-For-Creating-Casual-Bohemian-Style-Summer-Outfit-Women-s-Summer-Wear-Holiday-Party-Outfit-Beach-Vacation-Outfit-Outdoor-Casual-Wear-Women-s-Graceful-Suit-Women-s-Beach-Holiday-Outfit-Women-s-Leisure-Outfit-p-461229537.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_461229537%7C0-2,https://img.ltwebstatic.com/v4/j/spmp/2026/05/12/5a/17785709479d7e4d88258adaa49e9d6bb959737fa6_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,-28%,,,
DAZY Women's Fashionable Versatile Ruched Denim Tube Dress,S$30.99,https://sg.shein.com/DAZY-Women-s-Fashionable-Versatile-Ruched-Denim-Tube-Dress-p-465734152.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_465734152%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/11/06/1778462189eed3a6a9f1b507e94e7e6fc1e75c621a_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
Franclia Sweet Butterfly Embroidery Beaded High Waist Wide Leg White Casual Shorts,S$11.99,https://sg.shein.com/Franclia-Sweet-Butterfly-Embroidery-Beaded-High-Waist-Wide-Leg-White-Casual-Shorts-p-468350921.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_468350921%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/13/25/1778638718bd26be1f08fc2b902a486f96eada182f_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
"Qadelle Women's Fashion New Satin High Collar Sleeveless Pleated Waist Shaping Asymmetric Sexy Tight Lace Trim Decorative Dress, Women's Satin Dress, Summer Women's Dress, Women's Elegant Party Dress, Women's Party Dress, Women's Resort Wear, Women's Satin Dress, Women's Brown Dress, Women's Sexy Dress, Women's Sleeveless Dress, Women's Music Festival Dress, Graduation Season Outfit, Fashionable Casual Commuter Wear, Business Office Attire, Multifunctional And Fashionable Casual Wear, Urban Teacher Workwear",S$14.49,https://sg.shein.com/Qadelle-Women-s-Fashion-New-Satin-High-Collar-Sleeveless-Pleated-Waist-Shaping-Asymmetric-Sexy-Tight-Lace-Trim-Decorative-Dress-Women-s-Satin-Dress-Summer-Women-s-Dress-Women-s-Elegant-Party-Dress-Women-s-Party-Dress-Women-s-Resort-Wear-Women-s-Satin-Dress-Women-s-Brown-Dress-Women-s-Sexy-Dress-Women-s-Sleeveless-Dress-Women-s-Music-Festival-Dress-Graduation-Season-Outfit-Fashionable-Casual-Commuter-Wear-Business-Office-Attire-Multifunctional-And-Fashionable-Casual-Wear-Urban-Teacher-Workwear-p-467333170.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_467333170%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/08/55/1778218551002be2b51ce65e2d0f18cc0213ef0cb5_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
"Y2K Style Girls' Pink Lace Trim Camisole With Bow Decor, Suitable For Street Style, Dates, Office And Casual Wear In Summer",S$8.49,https://sg.shein.com/Y2K-Style-Girls-Pink-Lace-Trim-Camisole-With-Bow-Decor-Suitable-For-Street-Style-Dates-Office-And-Casual-Wear-In-Summer-p-455945864.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_455945864%7C0-2,https://img.ltwebstatic.com/v4/j/spmp/2026/04/24/eb/17770261869a0855b49aa3882a5cb5ad4c48b388ed_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
"BiaLiraa Women's Solid Color Long Sleeve Zip-Up Casual Loose PU Leather Jacket, Autumn,Fall,Fall Clothes For Women",S$46.99,https://sg.shein.com/BiaLiraa-Women-s-Solid-Color-Long-Sleeve-Zip-Up-Casual-Loose-PU-Leather-Jacket-Autumn-Fall-Fall-Clothes-For-Women-p-466171090.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_466171090%7C0-2,https://img.ltwebstatic.com/v4/j/pi/2026/05/20/cc/17792704167860ce4b153616bf4215a3e7ec89ae9f_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,NEW
"Customized Sports T-Shirt, Customized Front And Back Pattern Women's T-Shirt, Add Your Text (Team/Name/Number/Label, Etc.), Choose Your Favorite Color And Font, Customize Front And Back Pattern, Design Your Personalized Printed T-Shirt As A Gift For Your Girlfriend, Can Also Be Used As Sports T-Shirt, Couple's Date Shirt, Etc. Comfortable And Casual, Women's Top, Customized Printed Top, Women's Short Sleeve T-Shirt Black Summer, Gym Wear, Vintage Finds, Personalized Gift",S$1.72,https://sg.shein.com/Customized-Sports-T-Shirt-Customized-Front-And-Back-Pattern-Women-s-T-Shirt-Add-Your-Text-Team-Name-Number-Label-Etc-Choose-Your-Favorite-Color-And-Font-Customize-Front-And-Back-Pattern-Design-Your-Personalized-Printed-T-Shirt-As-A-Gift-For-Your-Girlfriend-Can-Also-Be-Used-As-Sports-T-Shirt-Couple-s-Date-Shirt-Etc-Comfortable-And-Casual-Women-s-Top-Customized-Printed-Top-Women-s-Short-Sleeve-T-Shirt-Black-Summer-Gym-Wear-Vintage-Finds-Personalized-Gift-p-88253650.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_88253650%7C0-2,https://img.ltwebstatic.com/v4/j/spmp/2025/05/23/17/17479927495a068ad5cc4ad0ac4e5e60c6e76eff27_thumbnail_600x.webp,2026-05-29T17:03:45+08:00,,,,,Save S$1.72
