title,price,product_url,image_url,crawl_time
"Qadelle Spring/Summer New Elegant Casual, Multi-Functional, Off-Shoulder Batwing Sleeves, Loose, Soft Satin Fabric That Doesn't Wrinkle, Black And White Line Sketch Style, Depicting The Blurry Outline Of European Architecture/Cityscape Patterned Ladies' Shirt. Low-Key And Luxurious, Suitable For Commuting, Dates, And Casual Social Occasions. Designer Top Black And White Top New Arrivals Tops Tops For Women Building Print Top Shawl Zebra Tube Top",S$1.87,https://sg.shein.com/Qadelle-Spring-Summer-New-Elegant-Casual-Multi-Functional-Off-Shoulder-Batwing-Sleeves-Loose-Soft-Satin-Fabric-That-Doesn-t-Wrinkle-Black-And-White-Line-Sketch-Style-Depicting-The-Blurry-Outline-Of-European-Architecture-Cityscape-Patterned-Ladies-Shirt-Low-Key-And-Luxurious-Suitable-For-Commuting-Dates-And-Casual-Social-Occasions-Designer-Top-Black-And-White-Top-New-Arrivals-Tops-Tops-For-Women-Building-Print-Top-Shawl-Zebra-Tube-Top-p-434551026.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_434551026%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
Franclia Women's Casual Elegant Knitted Collared Striped Tank Top,S$1.20,https://sg.shein.com/Franclia-Women-s-Casual-Elegant-Knitted-Collared-Striped-Tank-Top-p-409683162.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_409683162%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"SHEIN MOD Women's Ditsy Floral Lace Trim Mini Knitted Dress, Cotton Summer Mini Dress",S$13.49,https://sg.shein.com/SHEIN-MOD-Women-s-Ditsy-Floral-Lace-Trim-Mini-Knitted-Dress-Cotton-Summer-Mini-Dress-p-474546527.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_474546527%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"Women's Criss-Cross Waist Flare Pants, High Elasticity Polyester Solid Color Sports Yoga Pants, Criss-Cross Waist Casual Long Pants, Solid Color Tight Fit Workout Leggings, Knit Fabric Wide Leg Pants Suitable For Fitness And Casual Wear Black Spring",S$10.49,https://sg.shein.com/Women-s-Criss-Cross-Waist-Flare-Pants-High-Elasticity-Polyester-Solid-Color-Sports-Yoga-Pants-Criss-Cross-Waist-Casual-Long-Pants-Solid-Color-Tight-Fit-Workout-Leggings-Knit-Fabric-Wide-Leg-Pants-Suitable-For-Fitness-And-Casual-Wear-Black-Spring-p-162956597.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_162956597%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"Bow Polka Dot Halter Neck Blouse For Women, Summer French Elegant Sleeveless Shirt, Unique Design White",S$12.99,https://sg.shein.com/Bow-Polka-Dot-Halter-Neck-Blouse-For-Women-Summer-French-Elegant-Sleeveless-Shirt-Unique-Design-White-p-365142725.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_365142725%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"Franclia Women's Casual Minimalist Collared Batwing Sleeve Shirt, Summer",S$10.55,https://sg.shein.com/Franclia-Women-s-Casual-Minimalist-Collared-Batwing-Sleeve-Shirt-Summer-p-166053086.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_166053086%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
New Knit Versatile Colorblock Round Neck Short Sleeve Casual Slim Loose Cropped Top White Spring,S$1.08,https://sg.shein.com/New-Knit-Versatile-Colorblock-Round-Neck-Short-Sleeve-Casual-Slim-Loose-Cropped-Top-White-Spring-p-433629274.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_433629274%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"SHEIN MOD Women's Brown Ruched Cami Mini Dress, Textured Mesh Spaghetti Strap Slip Dress With Layered Ruffle Hem And Asymmetrical Draped Sides, Slim Fit Feminine Going Out Dress For Women, Vintage Inspired Romantic Party Mini Dress For Date Night, Vacation, Club, Dinner, Birthday, Holiday, Photoshoot,Y2K Fairy Grunge Dressy Casual Outfit.Women's Brown Ruffle Asymmetrical Shoulder Dress, Thanksgiving ,Party, Boho",S$22.99,https://sg.shein.com/SHEIN-MOD-Women-s-Brown-Ruched-Cami-Mini-Dress-Textured-Mesh-Spaghetti-Strap-Slip-Dress-With-Layered-Ruffle-Hem-And-Asymmetrical-Draped-Sides-Slim-Fit-Feminine-Going-Out-Dress-For-Women-Vintage-Inspired-Romantic-Party-Mini-Dress-For-Date-Night-Vacation-Club-Dinner-Birthday-Holiday-Photoshoot-Y2K-Fairy-Grunge-Dressy-Casual-Outfit-Women-s-Brown-Ruffle-Asymmetrical-Shoulder-Dress-Thanksgiving-Party-Boho-p-445915572.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_445915572%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"Resyla Recommended Hot-Sellers, Tianku Heavy Industry's Colorful Diamond-Filled Women's Round-Neck Short-Sleeved T-Shirt, Suitable For Daily Shopping And Dating With Girlfriends, Slim And Versatile Casual Summer Style",S$6.99,https://sg.shein.com/Resyla-Recommended-Hot-Sellers-Tianku-Heavy-Industry-s-Colorful-Diamond-Filled-Women-s-Round-Neck-Short-Sleeved-T-Shirt-Suitable-For-Daily-Shopping-And-Dating-With-Girlfriends-Slim-And-Versatile-Casual-Summer-Style-p-456205791.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_456205791%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
"Flirla Women's Button-Down Short-Sleeved Striped Design Slim Fit Everyday Shirt,Short Sleeve Tops",S$11.99,https://sg.shein.com/Flirla-Women-s-Button-Down-Short-Sleeved-Striped-Design-Slim-Fit-Everyday-Shirt-Short-Sleeve-Tops-p-39588536.html?mallCode=1&pageListType=4&detailBusinessFrom=0-1_39588536%7C0-2,https://sc.ltwebstatic.com/she_dist/images/bg-grey-solid-color-fc04c1310d.png,2026-05-29T10:52:05+08:00
